n,slope_pp_per_auc_unit,intercept,pearson_r,r_squared,p,signature_definition
242,-7.422052517210345,11.933301426372747,-0.24373963706503832,0.0594090106765966,0.000128148818287126,sum_of_three_FDR_significant_zero_gravity_duration_dyad_rates
