metric,full_difference,loo_min,loo_max,sign_stable,ratio_a,ratio_b,ratio_low,ratio_high
accuracy,-0.0353880563922384,-0.036884501715891,-0.0340224125931786,True,1.0422867338931,0.9614094714916491,0.9614094714916491,1.0422867338931
answer_rt_median,13.077493220338978,11.439254957507078,14.626347308781863,True,0.8747284181127309,1.118436619491724,0.8747284181127309,1.118436619491724
confidence_mean,-0.1500613262696268,-0.1534859292602257,-0.139485484889843,True,1.0228213562796697,0.9295232046611306,0.9295232046611306,1.0228213562796697
auc,-0.0223484453700259,-0.0237245318700025,-0.0207661436010377,True,1.0615741487693022,0.9291985754360162,0.9291985754360162,1.0615741487693022
