"term","estimate","std_error","statistic","p_value","model","odds_ratio","ci_low","ci_high"
"velocity_f3.5","0.0701525029885409","0.0672148401047719","1.04370556976986","0.296621632133107","confidence_bias_clmm","1.07267175442947","0.940269649563808","1.22371778487648"
"velocity_f4","0.0308344840745789","0.0572629228231651","0.538472061054229","0.590251188553983","confidence_bias_clmm","1.03131479073705","0.921824109106492","1.15381034959472"
"velocity_f4.5","0.117373006612845","0.0630414122747786","1.8618397395866","0.0626256831374435","confidence_bias_clmm","1.12453881188274","0.993830945792112","1.27243727394978"
"velocity_f5","0.11028089420699","0.0650032934530116","1.69654318033452","0.0897830599081861","confidence_bias_clmm","1.11659167054441","0.98302024791873","1.26831259210466"
"size_pair0.8_0.9","0.0526440183726141","0.0689575118370613","0.763426883745544","0.44520885204516","confidence_bias_clmm","1.0540543543406","0.920799739180157","1.20659306755841"
"size_pair0.8_1.0","0.170673675356542","0.0689166536883083","2.47652296248238","0.0132669090672745","confidence_bias_clmm","1.18610363101758","1.03623819371877","1.35764328321495"
"size_pair0.9_0.8","0.029441314963142","0.0712932389399713","0.412960827715114","0.679635313869398","confidence_bias_clmm","1.02987899521165","0.895571306240213","1.18432863735996"
"size_pair0.9_0.9","-0.00454328551964636","0.066947365147502","-0.067863544885394","0.945894258789536","confidence_bias_clmm","0.995467019589752","0.873052034038843","1.13504642158226"
"size_pair0.9_1.0","0.0500505895595712","0.0681699396741071","0.734203225040872","0.462824888226816","confidence_bias_clmm","1.05132428106306","0.919833602448102","1.20161161867875"
"size_pair1.0_0.8","0.182771120964615","0.0693349139842334","2.63606184044848","0.00838744442380006","confidence_bias_clmm","1.20053959828773","1.04799067667366","1.37529403566029"
"size_pair1.0_0.9","0.0509387162320138","0.0710906389877347","0.716531978855927","0.473662928708947","confidence_bias_clmm","1.05225840494723","0.915395619435777","1.20958384251889"
"size_pair1.0_1.0","0.0467041341426803","0.0666603040971405","0.700628879139537","0.483534650934567","confidence_bias_clmm","1.04781195143286","0.919477171902895","1.1940588838039"
"target_f1","0.0329348415217594","0.034648418960582","0.950543849034726","0.341835984459363","confidence_bias_clmm","1.03348319685497","0.965628533474618","1.10610600365989"
"trial_c","0.0231756585124239","0.0206813952131337","1.12060420844848","0.262456372843144","confidence_bias_clmm","1.0234463008132","0.982789938370947","1.06578454840965"
"trial_c2","0.0550893266803033","0.0362439179209144","1.5199605848493","0.128520882115812","confidence_bias_clmm","1.05663499615654","0.984177755466887","1.13442669162247"
"conditionzero_gravity:correct_f1","-0.062354597326146","0.0724823002539416","-0.860273433758128","0.389638333559766","confidence_bias_clmm","0.93954966591565","0.815120025669951","1.08297373015302"
"(Intercept)","0.800657997770593","0.0789990442529501","10.1350339784737","3.86239268466267e-24","accuracy_occlusion_sensitivity_glmm","2.22700581135376","1.90755033359635","2.59996016695037"
"conditionzero_gravity","-0.175821063063405","0.058403049510305","-3.01047744146275","0.00260837322748944","accuracy_occlusion_sensitivity_glmm","0.838768056496401","0.748045824559847","0.940492987863023"
