TrialStartTime,TrialNumber,Stage,Gravity,Target,ExpectedAnswer,LeftPosX,LeftPosY,RightPosX,RightPosY,LeftVelX,LeftVelY,RightVelX,RightVelY,LeftScale,RightScale,UserAnswer,AnswerTime,ConfidenceRating,ConfidenceTime,TotalTrialTime,OcclusionStartTimeMs,OcclusionHiddenDurationMs,FirstBoundaryType,TrueLandingX,TrueLandingY,FalseLandingX,FalseLandingY
2025-11-21 16:12:50.977,15,3,1,0,1,-5,6,5,6,8,3.0,-8,3.0,0.9,1.0,1,1599.237,7,649.4761,7483.648,1616.43,583.8623,Horizontal,-2.222815,2.594525,-6.222815000000001,2.594525
2025-11-21 16:12:59.511,16,3,1,0,1,-5,6,5,6,8,4.0,-8,4.0,1.0,0.8,-1,3015.125,4,2250.111,8750.064,1633.247,734.0698,Horizontal,0.7488211,2.604041,4.7488211,2.604041
2025-11-21 16:13:09.311,17,3,1,1,0,-5,6,5,6,8,2.5,-8,2.5,1.0,0.9,1,1232.449,2,550.325,5017.794,1633.571,516.9678,Horizontal,2.036533,2.537301,6.036533,2.537301
2025-11-21 16:13:15.378,18,3,1,1,1,-5,6,5,6,8,2.5,-8,2.5,1.0,1.0,1,1449.743,6,416.0227,5149.71,1633.306,533.4778,Horizontal,1.224003,2.537301,5.224003,2.537301
2025-11-21 16:13:21.579,19,3,1,1,0,-5,6,5,6,8,4.5,-8,4.5,0.8,0.9,1,2166.21,5,1516.204,7165.892,1616.902,816.864,Horizontal,0.295514,2.548866,4.295514,2.548866
2025-11-21 16:13:29.778,20,3,1,1,1,-5,6,5,6,8,2.5,-8,2.5,0.9,0.9,1,1816.9,7,716.916,5783.572,1634.013,516.7236,Horizontal,1.224003,2.537301,5.224003,2.537301
2025-11-21 16:13:36.611,21,3,1,0,0,-5,6,5,6,8,2.5,-8,2.5,0.8,0.8,0,1849.742,5,1266.604,6333.572,1633.301,533.5388,Horizontal,-1.224003,2.537301,-5.224003,2.537301
2025-11-21 16:13:43.978,22,3,1,0,0,-5,6,5,6,8,2.5,-8,2.5,0.8,0.9,0,1849.592,5,1282.055,6482.805,1600.039,533.2642,Horizontal,-2.130471,2.537301,-6.130471,2.537301
2025-11-21 16:13:51.494,23,3,1,0,0,-5,6,5,6,8,4.0,-8,4.0,1.0,1.0,0,1916.722,6,1216.043,6617.043,1616.812,717.2546,Horizontal,-1.544002,2.604041,-5.544002,2.604041
2025-11-21 16:13:59.161,24,3,1,0,1,-5,6,5,6,8,4.0,-8,4.0,0.9,0.8,1,1733.341,5,1682.966,6916.903,1617.146,733.2764,Horizontal,-0.3018056,2.604041,3.6981944,2.604041
2025-11-21 16:14:07.111,25,3,1,0,1,-5,6,5,6,8,3.0,-8,3.0,0.8,1.0,0,1683.739,6,399.6409,5499.891,1616.649,583.8928,Horizontal,-3.179049,2.594525,-7.179049,2.594525
2025-11-21 16:14:13.644,26,3,1,1,1,-5,6,5,6,8,3.0,-8,3.0,0.9,0.9,1,1832.925,4,900.0098,6050.479,1616.626,599.9146,Horizontal,1.320003,2.594525,-2.679997,2.594525
2025-11-21 16:14:20.744,27,3,1,1,0,-5,6,5,6,8,2.5,-8,2.5,0.9,1.0,0,1416.117,6,1098.523,5716.929,1633.683,533.8135,Horizontal,0.4114734,2.537301,4.4114734,2.537301
2025-11-21 16:14:27.510,28,3,1,1,1,-5,6,5,6,8,4.0,-8,4.0,0.8,1.0,1,1765.718,4,1549.515,6700.39,1633.253,716.8884,Horizontal,-0.7488211,2.604041,3.2511789,2.604041
2025-11-21 16:14:35.261,29,3,1,1,0,-5,6,5,6,8,4.5,-8,4.5,0.8,1.0,1,1149.57,6,1165.947,5766.916,1616.545,817.7795,Horizontal,-0.8686939,2.548866,3.1313060999999998,2.548866
2025-11-21 16:14:42.077,30,3,1,0,1,-5,6,5,6,8,4.5,-8,4.5,1.0,0.9,1,1449.521,6,1315.857,6266.763,1633.467,816.864,Horizontal,-0.4381617,2.548866,-4.4381617,2.548866
2025-11-21 16:14:49.394,31,3,1,1,1,-5,6,5,6,8,4.0,-8,4.0,0.8,0.8,1,1516.704,7,2050.805,7151.273,1616.928,733.3679,Horizontal,1.576002,2.421134,-2.423998,2.421134
2025-11-21 16:14:57.594,32,3,1,0,0,-5,6,5,6,8,3.0,-8,3.0,0.9,0.8,0,1699.795,5,1033.318,6066.817,1616.565,583.5266,Horizontal,-0.3128159,2.594525,-4.3128159,2.594525
2025-11-21 16:15:04.710,33,3,0,0,0,-5,6,5,6,8,4.5,-8,4.5,0.9,0.8,0,2599.705,6,1132.708,9150.178,1633.436,616.6687,Horizontal,-0.311243,11.40001,-4.311243,11.40001
2025-11-21 16:15:14.894,34,3,0,1,1,-5,6,5,6,8,4.0,-8,4.0,0.9,0.9,1,1399.946,6,749.5442,5650.419,1633.446,750.0916,Horizontal,1.576002,11.35999,5.576002,11.35999
2025-11-21 16:15:21.594,35,3,0,1,0,-5,6,5,6,8,4.0,-8,4.0,0.8,0.9,1,1899.833,3,417.0791,5884.079,1616.737,750.3357,Horizontal,0.3002327,11.35999,4.3002327000000005,11.35999
2025-11-21 16:15:28.527,36,3,0,0,0,-5,6,5,6,8,4.5,-8,4.5,0.9,1.0,0,1999.52,4,898.5845,6250.147,1616.828,600.4028,Horizontal,-2.284908,11.40001,1.7150919999999998,11.40001
2025-11-21 16:15:35.811,37,3,0,0,1,-5,6,5,6,8,4.5,-8,4.5,1.0,0.9,1,1266.365,6,516.1453,5050.177,1633.607,583.3435,Horizontal,-0.4171923,11.31001,3.5828077,11.31001
2025-11-21 16:15:41.910,38,3,0,0,1,-5,6,5,6,8,5.0,-8,5.0,1.0,0.8,1,1433.263,5,1799.623,6434.248,1633.567,466.7358,Horizontal,0.3592344,11.30001,4.3592344,11.30001
2025-11-21 16:15:49.395,39,3,0,0,1,-5,6,5,6,8,4.0,-8,4.0,1.0,1.0,1,1916.013,6,399.7024,5866.265,1633.228,750.3357,Horizontal,-1.576002,11.35999,-5.576002,11.35999
2025-11-21 16:15:56.311,40,3,0,0,0,-5,6,5,6,8,4.0,-8,4.0,0.9,1.0,1,1214.914,5,1449.753,6099.94,1633.251,750.1221,Horizontal,-2.719564,11.35999,1.280436,11.35999
2025-11-21 16:16:03.443,41,3,0,0,1,-5,6,5,6,8,2.5,-8,2.5,0.8,0.9,-1,2999.48,5,1216.477,8550.133,1616.343,1566.864,Horizontal,-5.54026,11.40002,-1.54026,11.40002
2025-11-21 16:16:13.045,42,3,0,1,0,-5,6,5,6,8,3.0,-8,3.0,1.0,0.9,1,916.5332,5,1498.956,6299.362,1616.71,1200.378,Horizontal,4.14772,11.40002,0.14771999999999963,11.40002
2025-11-21 16:16:20.377,43,3,0,1,1,-5,6,5,6,8,2.5,-8,2.5,0.8,0.8,1,1016.105,5,1166.489,6400.27,1633.528,1550.201,Horizontal,2.888003,11.40002,-1.1119970000000001,11.40002
2025-11-21 16:16:27.827,44,3,0,1,1,-5,6,5,6,8,2.5,-8,2.5,0.9,0.8,1,1248.04,5,1133.402,6733.589,1633.489,1566.895,Horizontal,5.54026,11.40002,1.54026,11.40002
2025-11-21 16:16:35.610,45,3,0,0,0,-5,6,5,6,8,3.0,-8,3.0,0.8,0.8,0,716.353,6,782.657,5366.782,1633.229,1216.949,Horizontal,-2.312002,11.40002,1.6879979999999999,11.40002
2025-11-21 16:16:42.027,46,3,0,0,0,-5,6,5,6,8,3.0,-8,3.0,1.0,1.0,0,999.6453,6,633.1956,5633.164,1616.886,1183.38,Horizontal,-2.280002,11.34002,1.719998,11.34002
2025-11-21 16:16:48.694,47,3,0,1,0,-5,6,5,6,8,2.5,-8,2.5,0.9,0.9,0,1165.813,6,533.0234,6017.055,1633.119,1550.018,Horizontal,2.856003,11.35002,-1.1439970000000002,11.35002
2025-11-21 16:16:55.760,48,3,0,0,0,-5,6,5,6,8,5.0,-8,5.0,0.8,1.0,0,965.6069,6,1265.286,5466.692,1616.76,483.5205,Horizontal,-2.709209,11.40001,1.290791,11.40001
2025-11-21 16:17:02.277,49,3,0,1,1,-5,6,5,6,8,3.5,-8,3.5,0.9,1.0,0,1116.302,1,882.9729,5716.535,1616.827,916.7786,Horizontal,0.4495995,11.31999,4.4495995,11.31999
2025-11-21 16:17:09.028,50,3,0,0,1,-5,6,5,6,8,2.5,-8,2.5,1.0,1.0,1,816.2295,6,866.1731,5999.454,1616.817,1533.722,Horizontal,-2.824003,11.30002,-6.824002999999999,11.30002
2025-11-21 16:17:16.060,51,3,0,0,1,-5,6,5,6,8,5.0,-8,5.0,1.0,1.0,0,883.0042,4,416.3135,4517.282,1616.736,466.6748,Horizontal,-1.128003,11.30001,-5.128003,11.30001
2025-11-21 16:17:21.627,52,3,0,0,0,-5,6,5,6,8,4.0,-8,4.0,0.8,0.8,0,1183.146,6,267.2039,4933.298,1600.136,766.6931,Horizontal,-1.608002,11.43999,-5.608002,11.43999
2025-11-21 16:17:27.594,53,3,0,1,0,-5,6,5,6,8,4.0,-8,4.0,1.0,0.8,1,1283.084,5,999.3267,5733.108,1599.85,766.7542,Horizontal,4.024763,11.43999,0.02476300000000009,11.43999
2025-11-21 16:17:34.361,54,3,0,1,0,-5,6,5,6,8,5.0,-8,5.0,0.8,0.9,0,1699.081,3,1234.048,6200.704,1633.537,483.49,Horizontal,0.3206805,11.40001,-3.6793195,11.40001
2025-11-21 16:17:41.594,55,3,0,0,1,-5,6,5,6,8,5.0,-8,5.0,0.9,0.9,1,1049.423,5,1048.961,5333.18,1616.644,483.8867,Horizontal,-1.160003,11.40001,-5.160003,11.40001
2025-11-21 16:17:47.977,56,3,0,1,1,-5,6,5,6,8,2.5,-8,2.5,0.9,1.0,1,1033.392,6,1200.042,6617.135,1633.448,1533.447,Horizontal,0.5067888,11.30002,-3.4932112,11.30002
2025-11-21 16:17:55.644,57,3,0,0,1,-5,6,5,6,8,4.5,-8,4.5,0.8,1.0,0,982.6851,2,216.7324,4533.732,1633.447,600.7385,Horizontal,-3.273018,11.40001,-7.273018,11.40001
2025-11-21 16:18:01.210,58,3,0,1,0,-5,6,5,6,8,3.0,-8,3.0,0.8,1.0,0,782.75,7,533.5532,5250.491,1616.608,1183.746,Horizontal,-1.438091,11.34002,-5.438091,11.34002
2025-11-21 16:18:07.511,59,3,0,0,0,-5,6,5,6,8,3.5,-8,3.5,0.8,1.0,1,1016.518,5,1566.32,6233.07,1616.955,966.6138,Horizontal,-4.964447,11.45999,-0.9644469999999998,11.45999
2025-11-21 16:18:14.794,60,3,0,1,1,-5,6,5,6,8,3.5,-8,3.5,0.9,0.9,1,1032.692,5,1033.051,5716.739,1633.544,950.0122,Horizontal,1.896002,11.38999,5.896002,11.38999
2025-11-21 16:18:21.560,61,3,0,1,1,-5,6,5,6,8,4.5,-8,4.5,0.9,0.8,1,982.4624,6,1300.044,5533.607,1633.482,616.6992,Horizontal,2.392762,11.40001,6.392761999999999,11.40001
2025-11-21 16:18:28.143,62,3,0,0,0,-5,6,5,6,8,3.0,-8,3.0,1.0,0.9,1,1130.23,4,1232.588,6299.588,1633.239,1183.838,Horizontal,-0.4743815,11.34002,-4.4743815,11.34002
2025-11-21 16:18:35.494,63,3,0,1,0,-5,6,5,6,8,5.0,-8,5.0,0.8,0.8,0,1149.364,6,566.02,4950.395,1616.797,483.3984,Horizontal,1.160003,11.40001,-2.8399970000000003,11.40001
2025-11-21 16:18:41.493,64,3,0,1,0,-5,6,5,6,8,3.5,-8,3.5,0.8,0.9,1,1049.191,6,1132.821,5833.758,1616.239,950.9277,Horizontal,0.2845036,11.38999,4.2845036,11.38999
2025-11-21 16:18:48.360,65,3,0,1,1,-5,6,5,6,8,3.0,-8,3.0,1.0,0.8,1,1066.582,6,349.9243,5316.799,1616.825,1200.256,Horizontal,6.092068,11.40002,2.0920680000000003,11.40002
2025-11-21 16:18:54.727,66,3,0,1,0,-5,6,5,6,8,3.5,-8,3.5,0.9,0.8,1,2067.15,6,1098.363,6949.988,1633.463,966.9189,Horizontal,3.573076,11.45999,-0.4269240000000001,11.45999
2025-11-21 16:19:02.710,67,3,0,0,1,-5,6,5,6,8,4.5,-8,4.5,1.0,0.9,1,1298.251,5,1066.909,5683.471,1633.502,583.4961,Horizontal,-0.4171923,11.31001,3.5828077,11.31001
2025-11-21 16:19:09.427,68,3,0,1,1,-5,6,5,6,8,3.5,-8,3.5,1.0,0.8,1,1833.579,4,749.2021,6233.077,1616.739,966.6748,Horizontal,4.964447,11.45999,0.9644469999999998,11.45999
2025-11-21 16:19:16.710,69,3,1,0,1,-5,6,5,6,8,4.0,-8,4.0,0.9,0.9,1,1448.8,5,415.9248,7300.3,1633.438,716.98,Horizontal,-1.544002,2.604041,2.455998,2.604041
2025-11-21 16:19:25.044,70,3,1,1,0,-5,6,5,6,8,3.5,-8,3.5,0.8,0.9,0,1599.546,5,949.8594,5966.859,1633.443,666.8091,Horizontal,0.3065243,2.499221,4.3065243,2.499221
2025-11-21 16:19:32.044,71,3,1,1,0,-5,6,5,6,8,5.0,-8,5.0,0.8,0.8,0,1115.482,6,1133.075,5950.137,1616.681,883.4229,Horizontal,1.800002,2.510907,-2.199998,2.510907
2025-11-21 16:19:39.027,72,3,1,1,1,-5,6,5,6,8,5.0,-8,5.0,1.0,1.0,1,1198.859,5,899.2808,5750.031,1633.372,883.4839,Horizontal,1.800002,2.510907,5.800002,2.510907
2025-11-21 16:19:45.810,73,3,1,0,0,-5,6,5,6,8,5.0,-8,5.0,0.9,0.9,0,966.6787,5,1116.816,5767.379,1633.558,883.5449,Horizontal,-1.800002,2.510907,2.199998,2.510907
2025-11-21 16:19:52.627,74,3,1,1,1,-5,6,5,6,8,3.5,-8,3.5,1.0,0.8,1,899.6597,6,132.9795,4433.042,1633.396,666.9922,Horizontal,3.554922,2.499221,-0.4450780000000001,2.499221
2025-11-21 16:19:58.093,75,3,1,0,0,-5,6,5,6,8,3.5,-8,3.5,1.0,1.0,0,816.9502,6,50.52148,4217.584,1616.81,650.3296,Horizontal,-1.416003,2.676433,-5.416003,2.676433
2025-11-21 16:20:03.344,76,3,1,1,0,-5,6,5,6,8,3.5,-8,3.5,1.0,0.9,0,1133.307,6,1183.289,5833.977,1616.576,667.1753,Horizontal,2.471189,2.499221,6.471189,2.499221
2025-11-21 16:20:10.227,77,3,1,0,1,-5,6,5,6,8,3.5,-8,3.5,1.0,0.8,1,1766.705,7,582.7539,5733.004,1616.701,650.2075,Horizontal,0.6289483,2.676433,-3.3710516999999998,2.676433
2025-11-21 16:20:17.010,78,3,1,1,0,-5,6,5,6,8,4.5,-8,4.5,0.9,1.0,0,1882.844,7,600.6196,5984.37,1600.136,816.7114,Horizontal,0.4381617,2.548866,4.4381617,2.548866
2025-11-21 16:20:24.043,79,3,1,1,0,-5,6,5,6,8,5.0,-8,5.0,0.9,1.0,0,2599.729,6,499.4443,6666.694,1617.179,883.3618,Horizontal,0.4457869,2.510907,4.4457869,2.510907
2025-11-21 16:20:31.744,80,3,1,0,0,-5,6,6,6,8,5.0,-8,5.0,0.9,0.8,0,750.5103,6,432.4106,4850.848,1683.966,816.5283,Horizontal,0.1860588,2.510907,-3.8139412,2.510907
2025-11-21 16:20:37.643,81,3,1,1,1,-5,6,5,6,8,4.5,-8,4.5,0.8,0.9,1,1800.278,6,299.9976,5733.685,1633.342,800.354,Horizontal,0.295514,2.548866,4.295514,2.548866
2025-11-21 16:20:44.410,82,3,1,0,0,-5,6,5,6,8,3.5,-8,3.5,0.8,0.8,0,1416.518,5,1716.059,6550.309,1600.118,666.9922,Horizontal,-1.448002,2.499221,-5.448002,2.499221
