TrialStartTime,TrialNumber,Stage,Gravity,Target,ExpectedAnswer,LeftPosX,LeftPosY,RightPosX,RightPosY,LeftVelX,LeftVelY,RightVelX,RightVelY,LeftScale,RightScale,UserAnswer,AnswerTime,ConfidenceRating,ConfidenceTime,TotalTrialTime,OcclusionStartTimeMs,OcclusionHiddenDurationMs,FirstBoundaryType,TrueLandingX,TrueLandingY,FalseLandingX,FalseLandingY
2025-12-11 14:31:56.304,15,3,1,0,1,-5,6,5,6,8,3.0,-8,3.0,0.9,1.0,1,1516.465,7,899.8105,7683.654,1616.43,583.8623,Horizontal,-2.222815,2.594525,1.7771849999999998,2.594525
2025-12-11 14:32:05.039,16,3,1,0,1,-5,6,5,6,8,4.0,-8,4.0,1.0,0.8,1,1449.608,7,982.3628,5832.613,1633.247,734.0698,Horizontal,0.7488211,2.604041,4.7488211,2.604041
2025-12-11 14:32:11.921,17,3,1,1,0,-5,6,5,6,8,2.5,-8,2.5,1.0,0.9,0,1216.282,7,1082.26,5550.635,1633.571,516.9678,Horizontal,2.036533,2.537301,6.036533,2.537301
2025-12-11 14:32:18.522,18,3,1,1,1,-5,6,5,6,8,2.5,-8,2.5,1.0,1.0,1,1665.789,7,932.9551,5900.643,1633.306,533.4778,Horizontal,1.224003,2.537301,5.224003,2.537301
2025-12-11 14:32:25.473,19,3,1,1,0,-5,6,5,6,8,4.5,-8,4.5,0.8,0.9,0,2048.468,7,900.208,6449.521,1616.902,816.864,Horizontal,0.295514,2.548866,4.295514,2.548866
2025-12-11 14:32:32.971,20,3,1,1,1,-5,6,5,6,8,2.5,-8,2.5,0.9,0.9,1,1216.006,7,1583.417,6101.042,1634.013,516.7236,Horizontal,1.224003,2.537301,5.224003,2.537301
2025-12-11 14:32:40.121,21,3,1,0,0,-5,6,5,6,8,2.5,-8,2.5,0.8,0.8,0,1866.32,6,1083.287,6300.287,1633.301,533.5388,Horizontal,-1.224003,2.537301,-5.224003,2.537301
2025-12-11 14:32:47.471,22,3,1,0,0,-5,6,5,6,8,2.5,-8,2.5,0.8,0.9,0,2417.006,6,1266.32,7050.633,1600.039,533.2642,Horizontal,-2.130471,2.537301,1.869529,2.537301
2025-12-11 14:32:55.554,23,3,1,0,0,-5,6,5,6,8,4.0,-8,4.0,1.0,1.0,0,2232.941,6,1016.641,6799.766,1616.812,717.2546,Horizontal,-1.544002,2.604041,2.455998,2.604041
2025-12-11 14:33:03.405,24,3,1,0,1,-5,6,5,6,8,4.0,-8,4.0,0.9,0.8,1,1814.189,7,1299.194,6500.069,1617.146,733.2764,Horizontal,-0.3018056,2.604041,-4.3018056,2.604041
